0,0
0.05,6.458
0.1,7.389
0.15,8.378
0.2,9.367
0.25,10.356
0.3,11.286
0.35,12.217
0.4,13.148
0.45,14.137
0.5,15.126
0.55,16.115
0.6,17.104
0.65,18.093
0.7,19.024
0.75,19.897
0.8,20.828
0.85,21.817
0.9,22.864
0.95,23.853
1,24.725
1.05,25.598
1.1,26.529
1.15,27.576
1.2,28.565
1.25,29.496
1.3,30.427
1.35,31.358
1.4,32.289
1.45,33.161
1.5,34.092
1.55,35.081
1.6,36.07
1.65,37.001
1.7,37.932
1.75,38.863
1.8,39.794
1.85,40.724
1.9,41.597
1.95,42.062
